y,rr,longstring,person_total,eta
0,-2.649717,-0.337245,-1.475204,-9.839975
0,0.322578,-0.505868,1.030048,1.508489
0,0.008521,-1.011736,0.000000,-1.442684
0,-0.460422,-0.337245,0.881066,-0.591391
0,-2.203078,1.686227,-0.386945,-4.564670
0,0.729324,3.372454,0.674491,6.903912
0,0.238596,0.337245,-0.171001,0.602927
0,0.729324,3.372454,0.674491,6.903912
0,0.729324,3.372454,0.674491,6.903912
0,-1.904378,0.843113,1.004214,-2.811021
0,0.059711,-0.337245,-0.723497,-1.508850
0,-1.274657,1.011736,-1.164705,-4.037916
1,-0.629379,0.168623,-0.631612,-2.591806
0,0.729324,3.372454,0.674491,6.903912
0,-0.633947,-0.843113,0.715695,-1.922200
0,-1.003521,-0.337245,-0.957023,-4.689701
0,0.729324,3.372454,0.674491,6.903912
0,0.343100,-0.843113,0.704095,0.675292
0,-2.615110,0.674491,-1.078006,-7.918690
0,-2.002101,-0.843113,0.891355,-5.330042
0,-0.796317,-0.674491,-0.437861,-3.807206
1,0.729324,3.372454,0.674491,6.903912
0,0.729324,3.372454,0.674491,6.903912
0,-2.519980,1.011736,-1.219643,-7.448964
1,0.496778,1.348982,0.283300,3.204585
0,0.029872,2.866586,0.010575,3.448476
1,-0.035489,0.000000,-0.325915,-0.772380
1,0.729324,3.372454,0.674491,6.903912
0,0.163574,0.843113,0.349578,1.779906
1,0.205065,1.348982,0.488098,2.718803
1,0.729324,3.372454,0.674491,6.903912
1,-0.139766,-0.674491,0.417370,-0.819774
0,0.729324,3.372454,0.674491,6.903912
1,0.729324,3.372454,0.674491,6.903912
1,0.729324,3.372454,0.674491,6.903912
1,0.342187,0.168623,0.649637,1.851562
0,0.054711,-1.180359,0.632664,-0.618145
0,0.729324,3.372454,0.674491,6.903912
0,0.729324,3.372454,0.674491,6.903912
1,0.174084,0.168623,-0.658109,-0.480192
0,-0.242812,-1.011736,0.644272,-1.187980
0,-0.915048,1.180359,1.221901,0.568330
0,0.729324,3.372454,0.674491,6.903912
1,-1.287656,0.337245,-1.035111,-4.724252
0,0.559784,-0.168623,-0.449150,0.433473
