experiment,size,rate,scenario,fold,calib_mode,mcc,f1,auc,sens,spec,thr,n_tr,n_te,rate_te
v3_calibration,50,0.6,B,0,rate_aware,0.47193287037037035,0.6620370370370371,0.8202703028549383,0.6620370370370371,0.8098958333333334,0.3606,4800,1200,0.36
v3_calibration,50,0.6,B,0,fixed05,0.4992311252076973,0.637720488466757,0.8202703028549383,0.5439814814814815,0.9088541666666666,0.5,4800,1200,0.36
v3_calibration,50,0.6,B,1,oracle_clean,0.5053755957811945,0.6065088757396451,0.8187044873649691,0.47453703703703703,0.94921875,0.6076458333333332,4800,1200,0.36
v3_calibration,50,0.6,B,1,blind95,0.3085615390693398,0.24746450304259632,0.8187044873649691,0.1412037037037037,1.0,1.0,4800,1200,0.36
v3_calibration,50,0.6,B,1,rate_aware,0.45384837962962965,0.6504629629629629,0.8187044873649691,0.6504629629629629,0.8033854166666666,0.3844233333333333,4800,1200,0.36
v3_calibration,50,0.6,B,1,fixed05,0.5042230272403467,0.6517739816031537,0.8187044873649691,0.5740740740740741,0.89453125,0.5,4800,1200,0.36
v3_calibration,50,0.6,B,2,oracle_clean,0.48129558768048386,0.5813253012048193,0.8182388117283951,0.44675925925925924,0.94921875,0.6488166666666664,4800,1200,0.36
v3_calibration,50,0.6,B,2,blind95,0.305887645160749,0.24390243902439027,0.8182388117283951,0.1388888888888889,1.0,0.9966833333333333,4800,1200,0.36
v3_calibration,50,0.6,B,2,rate_aware,0.47554976851851855,0.6643518518518519,0.8182388117283951,0.6643518518518519,0.8111979166666666,0.40414333333333335,4800,1200,0.36
v3_calibration,50,0.6,B,2,fixed05,0.4751396729902225,0.6392811296534018,0.8182388117283951,0.5763888888888888,0.8723958333333334,0.5,4800,1200,0.36
v3_calibration,50,0.6,B,3,oracle_clean,0.4873560544016331,0.5877061469265368,0.8164228274498457,0.4537037037037037,0.94921875,0.6269083333333333,4800,1200,0.36
v3_calibration,50,0.6,B,3,blind95,0.31121709913873435,0.25101214574898784,0.8164228274498457,0.14351851851851852,1.0,0.9975,4800,1200,0.36
v3_calibration,50,0.6,B,3,rate_aware,0.45384837962962965,0.6504629629629629,0.8164228274498457,0.6504629629629629,0.8033854166666666,0.39007190476190473,4800,1200,0.36
v3_calibration,50,0.6,B,3,fixed05,0.5094317846790758,0.6497326203208555,0.8164228274498457,0.5625,0.9049479166666666,0.5,4800,1200,0.36
v3_calibration,50,0.6,B,4,oracle_clean,0.5093489561235569,0.6106194690265487,0.836718147183642,0.4791666666666667,0.94921875,0.5957375,4800,1200,0.36
v3_calibration,50,0.6,B,4,blind95,0.305887645160749,0.24390243902439027,0.836718147183642,0.1388888888888889,1.0,0.9965083333333333,4800,1200,0.36
v3_calibration,50,0.6,B,4,rate_aware,0.5081018518518519,0.6851851851851852,0.836718147183642,0.6851851851851852,0.8229166666666666,0.3955733333333333,4800,1200,0.36
