"";"CASE";"IN01_CP";"IN01";"IN02";"IN05";"IN05_01";"IN06";"IN06_01";"IN06_02";"IN06_03";"IN06_04";"IN08";"IN08_01";"IN08_02";"IN08_03";"IN08_04";"sex";"age";"SO04";"SO06";"HE01_01";"HE01_02";"HE01_03";"HE01_04";"HE01_05";"HE01_06";"HE01_07";"HE01_08";"HE01_09";"HE01_10";"HE01_11";"HE01_12";"HE01_13";"HE01_14";"HE01_15";"HE01_16";"HE01_17";"HE01_18";"HE01_19";"HE01_20";"HE01_21";"HE01_22";"HE01_23";"HE01_24";"HE01_25";"HE01_26";"HE01_27";"HE01_28";"HE01_29";"HE01_30";"HE01_31";"HE01_32";"HE01_33";"HE01_34";"HE01_35";"HE01_36";"HE01_37";"HE01_38";"HE01_39";"HE01_40";"HE01_41";"HE01_42";"HE01_43";"HE01_44";"HE01_45";"HE01_46";"HE01_47";"HE01_48";"HE01_49";"HE01_50";"HE01_51";"HE01_52";"HE01_53";"HE01_54";"HE01_55";"HE01_56";"HE01_57";"HE01_58";"HE01_59";"HE01_60";"HE04_01";"HE04_02";"HE04_03";"HE04_04";"HE04_05";"HE04_06";"HE04_07";"HE04_08";"HE04_09";"HE04_10";"HE04_11";"HE04_12";"HE04_13";"HE04_14";"HE04_15";"HE04_16";"HE04_17";"HE04_18";"HE04_19";"HE04_20";"HE04_21";"HE04_22";"HE04_23";"HE04_24";"HE04_25";"HE04_26";"HE04_27";"HE04_28";"HE04_29";"HE04_30";"HE04_31";"HE04_32";"HE04_33";"HE04_34";"HE04_35";"HE04_36";"HE04_37";"HE04_38";"HE04_39";"HE04_40";"HE04_41";"HE04_42";"HE04_43";"HE04_44";"HE04_45";"HE04_46";"HE04_47";"HE04_48";"HE04_49";"HE04_50";"HE04_51";"HE04_52";"HE04_53";"HE04_54";"HE04_55";"HE04_56";"HE04_57";"HE04_58";"HE04_59";"HE04_60";"TIME001";"TIME002";"TIME003";"TIME004";"TIME005";"TIME006";"TIME007";"TIME008";"TIME009";"TIME010";"TIME011";"TIME012";"LASTPAGE"
"205";"772";"68";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";26;"1";"1";"2";"3";"1";"3";"2";"1";"4";"3";"2";"3";"3";"5";"4";"2";"4";"4";"3";"2";"4";"3";"3";"3";"3";"2";"3";"4";"2";"3";"3";"4";"3";"4";"4";"3";"2";"2";"4";"3";"2";"3";"5";"4";"4";"2";"3";"2";"5";"2";"3";"2";"3";"2";"3";"2";"2";"2";"2";"4";"2";"4";NA;"12982";"10519";"4969";NA;"9579";NA;"7837";NA;"4893";"11244";NA;"12434";"9091";"5211";"8483";"6504";NA;"20108";"7790";"5449";"4588";"5374";"6463";"16057";"5511";"10562";"8441";"6088";"14549";"8213";NA;NA;"7637";"8992";"6744";"6139";NA;NA;NA;"8581";"8058";"5116";"4844";"5561";"5828";"7908";NA;"6446";"6678";"20127";"5147";"6844";"8617";NA;"14042";"16189";"11604";"10127";NA;"2";"24";"35";"68";"93";"108";"84";"103";"67";"121";"19";"41";"12"
"206";"773";"68";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";23;"1";"1";"3";"4";"2";"4";"2";"2";"4";"3";"4";"2";"4";"2";"2";"2";"4";"3";"2";"4";"3";"2";"2";"3";"3";"2";"2";"2";"2";"3";"3";"3";"4";"2";"2";"3";"2";"4";"2";"4";"3";"3";"3";"2";"4";"2";"2";"2";"4";"2";"4";"4";"2";"2";"2";"4";"5";"2";"2";"2";"2";"2";"7858";"6394";"6319";"5439";"6338";"7668";"6478";"12450";"4353";"4500";"4747";"9447";"10830";"9812";"2590";"6855";"7315";"3389";"6005";"7263";"2936";"3941";"3138";"4336";"5094";"7824";"4724";"4535";"5647";"7523";"6500";"3826";"4349";"5704";"4560";"8646";NA;"4541";"4760";"7114";"9152";"12903";"3325";"5017";"5553";"5521";"5377";"4934";"3936";"3961";"6119";"3122";"3924";"6240";"4795";"6388";"9179";"4709";"5179";"5635";"3";"7";"14";"66";"69";"72";"51";"56";"66";"59";"11";"17";"12"
"207";"774";"68";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";45;"1";"3";"4";"2";"5";"5";"1";"4";"4";"4";"1";"1";"2";"3";"4";"3";"4";"1";"1";"5";"4";"1";"2";"3";"2";"1";"1";"1";"4";"1";"1";"1";"2";"1";"3";"4";"3";"4";"4";"3";"2";"4";"4";"2";"5";"3";"3";"3";"2";"1";"2";"1";"3";"1";"4";"5";"1";"3";"4";"4";"3";"2";"6597";"3737";"6647";"2292";NA;"6934";"3072";"4209";"4060";"1819";"4069";"4060";"5193";"5367";"2376";"3753";"3369";"4406";"4465";"3249";"2713";"1688";"2803";"3308";"3546";NA;NA;"1493";"1617";"3552";"4786";"2729";"3533";"3323";"3232";"4384";"3065";"2279";"7217";"6196";"6316";"2497";"2690";"3224";"2080";"2279";NA;"4300";"4531";"1925";"4173";"2591";"3175";"6708";"5380";"3529";"3611";"4407";"3383";"6351";"3";"8";"15";"11";"48";"42";"36";"41";"36";"46";"8";"4";"12"
"208";"776";"69";"2";NA;"1";"2";"1";"1";"2";"1";"1";NA;NA;NA;NA;NA;"1";27;"1";"6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"13";"8";"21";"62";NA;NA;NA;NA;NA;NA;NA;NA;"4"
"209";"777";"69";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";22;"1";"1";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";NA;"1026";"1638";"727";"1449";"1367";"1401";"969";"632";"823";"2808";"653";"680";"530";"823";"968";"568";"784";"1338";"542";"1384";"471";"445";"474";"686";"577";"640";"656";"1549";"611";"1013";"541";"808";"544";"3526";"697";"679";"530";"503";"745";"1158";"821";"1112";"466";"765";"1416";"922";"601";"815";"851";"1276";"700";"484";"505";"658";"638";"577";"1446";"545";"481";"41";"2";"11";"43";"22";"11";"8";"14";"11";"9";"7";"12";"12"
"210";"780";"69";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";23;"1";"3";"4";"3";"3";"4";"3";"2";"3";"5";"4";"1";"5";"2";"5";"1";"5";"4";"4";"2";"2";"2";"4";"3";"4";"1";"1";"2";"4";"2";"2";"3";"3";"3";"4";"4";"2";"5";"4";"5";"2";"3";"4";"4";"4";"2";"3";"2";"4";"2";"2";"5";"2";"4";"2";"4";"3";"2";"2";"4";"2";"3";"4929";"9689";"7207";"4319";"4302";"7782";NA;"4004";"3378";NA;"2778";"7536";"7282";"5031";NA;NA;"4043";NA;"4153";"4171";"2610";"2675";"3286";NA;"3599";"5124";"7902";"3938";"4053";"5440";"3375";"3710";"3536";"8425";"3721";NA;"3824";"4098";"6867";NA;"3353";"3764";"2368";"3337";"2987";"3667";"5729";"4463";"3789";NA;NA;"3043";"4496";NA;"4824";"4217";"6225";"5812";"4425";"6748";"7";"5";"11";"24";"57";"51";"50";"50";"37";"56";"11";"5";"12"
"211";"781";"70";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";65;"1";"5";"2";"4";"3";"3";"2";"1";"4";"3";"2";"2";"4";"3";"4";"2";"4";"3";"3";"2";"2";"2";"2";"3";"4";"2";"3";"3";"3";"3";"3";"4";"2";"2";"3";"3";"2";"3";"4";"4";"4";"2";"3";"2";"5";"2";"3";"2";"2";"3";"2";"3";"3";"3";"3";"2";"2";"4";"3";"2";"2";"3";"26457";"7472";"9994";"2884";"4042";"9453";"4427";"8112";"4094";"9110";"6188";"8883";"8933";"9621";"4906";"5403";"5851";"5910";"8189";"8369";"5688";"4007";"6495";"6078";"6087";"8497";"6599";"5727";"5700";"4985";"7741";"6419";"7832";"5546";"4767";"5298";"8600";"2876";"9183";"2409";"5557";"5700";"6315";"4870";"9325";"4911";"4139";"8086";"4419";"3445";"5824";"6043";"4746";"4611";"5684";"10048";"5006";"8957";"6932";"7836";"25";"32";"33";"44";"87";"74";"69";"62";"58";"68";"15";"7";"12"
"212";"782";"70";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";22;"1";"1";"3";"2";"2";"2";"2";"5";"5";"2";"3";"2";"4";"5";"4";"2";"4";"1";"2";"3";"2";"4";"1";"3";"3";"2";"4";"4";"5";"4";"3";"2";"3";"4";"4";"2";"5";"3";"4";"4";"3";"2";"2";"3";"4";"5";"5";"4";"3";"2";"4";"2";"2";"5";"2";"4";"2";"4";"2";"3";"4";"5";"9279";"5598";NA;"2900";"4457";"7615";"3916";"6931";"3099";"3611";"10753";"7311";"5395";"4262";"3088";"9456";"3630";"2114";"5222";"4012";"3255";"2512";"4462";NA;NA;"8843";"5249";"4150";NA;"4505";"3955";"2785";"6500";"2849";"3821";"3950";"3396";"3751";"5633";"9131";"16953";"7704";"2577";NA;"2784";NA;"8383";NA;"24057";"10348";"5879";"2256";"3019";"20093";"2448";NA;"4964";"7416";"3550";"3313";"5";"13";"16";"72";"57";"56";"52";"46";"87";"64";"28";"29";"12"
"213";"783";"70";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"3";99;"4";"6";"1";"5";"2";"4";"3";"4";"2";"5";"1";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3014";"1816";"1016";"1056";"1148";"1750";"861";"1344";"1185";"1489";"2893";"1012";"816";"872";"856";"754";"1056";"734";"712";"1192";"5628";"536";"912";"656";"635";"853";"1223";"1096";"848";"976";"2280";"1363";"886";"792";"888";"640";"702";"856";"968";"585";"1780";"791";"878";"1248";"1201";"832";"936";"882";"1494";"938";"6990";"1011";"575";"949";"643";"543";"632";"694";"1025";"569";"4";"3";"15";"48";"16";"12";"15";"12";"12";"17";"8";"4";"12"
"214";"785";"71";"3";NA;"1";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";68;"1";"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"7";"16";"44";NA;NA;NA;NA;NA;NA;NA;NA;NA;"3"
"215";"786";"71";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";45;"1";"1";"1";"3";"4";"3";"1";"2";"5";"4";"4";"3";"2";"3";"5";"4";"2";"1";"3";"3";"2";"1";"1";"3";"1";"2";"5";"3";"2";"2";"1";"2";"1";"2";"2";"1";"3";"3";"5";"4";"2";"2";"4";"2";"5";"1";"4";"4";"2";"3";"1";"5";"2";"1";"4";"3";"1";"2";"1";"2";"4";"2";"6720";"4050";"6188";"4815";"2407";"2904";"3522";"3282";"3128";"1194";"6247";"5614";"2373";"3859";"2183";"3961";"3497";"3242";"5600";"2411";"5538";"2531";"3431";"2385";"4544";"2758";"3117";"2924";"2643";"2915";"3589";"5323";"3102";"2204";"1846";"2239";"10114";"4106";"4061";"3026";"5240";NA;"1564";"2151";"3149";"2418";"3229";"2239";"2834";"1947";"6613";"2227";"2453";"6535";"2070";"4029";"3317";NA;"6468";"7751";"94";"4";"23";"27";"39";"40";"33";"41";"29";"46";"7";"33";"12"
"216";"787";"71";"2";NA;"1";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";23;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2";"3";"33";NA;NA;NA;NA;NA;NA;NA;NA;NA;"3"
"217";"788";"72";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";23;"1";"1";"3";"5";"3";"4";"3";"4";"4";"5";"4";"3";"4";"3";"3";"2";"4";"4";"3";"4";"4";"4";"2";"4";"4";"1";"3";"2";"4";"3";"2";"2";"2";"3";"2";"4";"2";"4";"4";"4";"4";"3";"4";"3";"3";"3";"5";"4";"3";"3";"3";"3";"3";"3";"3";"4";"3";"3";"3";"3";"3";"3";"9025";"5219";"5674";"3171";"5703";"8167";"5351";"6125";"5644";"3598";"5962";"46443";"9527";"3574";"4648";"7882";NA;"3339";"3510";"2915";"7293";"4213";"3983";NA;"4568";NA;"5016";"4218";"4062";"4948";"249951";"3368";"4324";"4462";"2937";"4789";"3441";"4057";"2779";"4626";"5383";"660";"378";"418";"1185";"276";"950";"338";"886";"276";"1017";"282";"367";"415";"1438";"442";"912";"342";"983";"251";"5";"3";"13";"57";"59";"94";"49";"285";"12";"8";"12";"17";"12"
"218";"790";"72";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";27;"1";"3";"4";"2";"2";"4";"4";"2";"4";"3";"4";"2";"5";"2";"2";"4";"2";"5";"5";"2";"2";"1";"1";"5";"5";"1";"4";"4";"4";"4";"5";"4";"5";"2";"4";"5";"1";"5";"2";"4";"4";"4";"4";"1";"4";"3";"4";"2";"4";"1";"5";"2";"2";"4";"2";"2";"4";"2";"3";"2";"1";"2";"5414";"4118";"6216";"3459";"6469";"7164";"3999";"6284";"4384";"3012";"3978";"6082";"5528";"6015";"3518";"3789";"4500";"3168";"4984";"3511";"1728";"1885";"3209";"4313";"4396";"3542";"5743";"3115";"2942";"4183";NA;"3757";"11407";"4143";"3285";"4066";"4633";"3410";"5632";"4251";"4976";"2424";"2360";"5617";"3434";"3824";"4141";"3287";"3822";NA;"5915";"2759";"4317";"3950";"3156";"5440";"6562";"4251";"4095";"4904";"19";"4";"14";"23";"52";"46";"37";"50";"39";"47";"15";"20";"12"
"219";"791";"72";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";40;"1";"4";"3";"5";"5";"4";"2";"2";"4";"4";"2";"1";"5";"1";"4";"5";"2";"5";"4";"4";"2";"4";"2";"4";"2";"1";"4";"2";"2";"3";"4";"2";"2";"2";"2";"5";"4";"3";"5";"5";"5";"3";"4";"2";"2";"2";"2";"2";"5";"2";"5";"4";"3";"3";"2";"3";"1";"2";"2";"4";"1";"2";"3476";"2534";"2811";"1819";"2385";"1818";"1698";"1818";NA;"2062";"2952";"2574";"1493";"1772";"1730";"1912";"4186";"3125";"3550";"1386";"7416";"1262";"1526";"1700";"4235";"1894";"2317";"3380";"2096";"1835";"2913";"1641";"1139";"2079";"2117";NA;"1347";"2036";"1334";"2059";"2995";"1912";"2266";"2750";"1475";"1588";"1337";"2750";"1205";"1508";"3268";"1574";"1798";"1270";"1628";"1698";"2234";"2245";"1322";"1447";"3";"5";"10";"21";"25";"26";"31";"21";"21";"20";"7";"5";"12"
"220";"796";"73";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";45;"1";"4";"3";"4";"3";"3";"2";"3";"1";"2";"2";"2";"3";"4";"2";"2";"2";"2";"3";"3";"3";"3";"2";"3";"3";"3";"4";"3";"3";"3";"3";"3";"2";"3";"3";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"4";"2";"4";"3";"3";"4";"3";"4";"3";"1164";"557";"1237";"985";"4449";"1393";"2032";"498";"1102";"368";"865";"912";"983";"402";"394";"1692";"301";"1621";"325";"1575";"675";"1001";"1005";"524";"1084";"1269";"596";"1285";"760";"1218";"901";"1039";"449";"1119";"1083";"553";"1092";"1000";"1043";"541";"952";"1148";"431";"1180";"479";"1098";"446";"1042";"446";"1085";"1225";"967";"446";"1082";"457";"967";"1392";"423";"680";"1481";"182";"3";"13";"75";"21";"11";"11";"10";"9";"11";"11";"7";"12"
"221";"797";"73";"3";NA;"1";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2";54;"1";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2";"4";"11";NA;NA;NA;NA;NA;NA;NA;NA;NA;"3"
"222";"799";"73";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";60;"1";"3";"1";"4";"5";"4";"1";"3";"4";"4";"3";"2";"3";"3";"3";"1";"3";"3";"1";"3";"2";"1";"2";"3";"3";"3";"3";"1";"3";"3";"3";"2";"2";"2";"4";"3";"3";"4";"3";"4";"2";"3";"4";"3";"3";"5";"3";"3";"4";"2";"3";"3";"3";"1";"3";"4";"3";"2";"2";"3";"3";"2";"29821";"8428";"6772";"2466";"5794";"9202";"7712";"8594";"6122";"8416";"6490";"4856";"8821";"8083";"3584";"17011";"6818";"3700";"9905";"8419";"9364";"2724";"4506";"5523";"5920";"5849";"7237";"3741";"6468";"6662";"15222";"7696";"8161";"4926";"4196";"7038";"5955";"6230";"23337";"5307";"7026";"3870";"4137";"4094";"5298";"4058";"7415";"6781";"4815";"2784";"8348";"5915";"5864";"7742";"3912";"6710";"8586";"6832";"6393";"8464";"3";"5";"26";"32";"95";"79";"59";"90";"52";"70";"18";"7";"12"
"223";"800";"74";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";29;"1";"3";"4";"5";"4";"4";"2";"4";"2";"3";"1";"2";"2";"2";"5";"2";"2";"4";"4";"3";"1";"2";"1";"4";"3";"2";"2";"2";"3";"1";"3";"1";"2";"2";"4";"4";"2";"4";"4";"4";"2";"4";"3";"3";"4";"2";"4";"2";"4";"2";"5";"2";"3";"2";"3";"4";"2";"3";"2";"3";"1";"2";"5055";"10336";"7234";"4738";"8208";"10909";"5898";"7155";"5623";"9194";"8059";NA;"6606";"6464";"5613";"8083";"7069";"8316";"11682";"8618";"3743";"6315";"5932";NA;"5934";"11646";"8987";"6828";"9499";"12126";"7637";"5988";"6302";"4658";"12982";"5525";"6626";"7242";"12819";"6958";"7683";NA;NA;"3681";NA;"11446";"12078";"8190";"7962";"5271";NA;"3017";"7953";"8382";"32748";NA;"10929";"10178";"5628";"8075";"13";"5";"15";"40";"82";"97";"79";"80";"89";"116";"13";"14";"12"
"224";"802";"74";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";25;"1";"1";"4";"4";"4";"5";"3";"4";"4";"2";"2";"4";"4";"1";"1";"4";"2";"2";"4";"4";"1";"3";"2";"4";"2";"2";"1";"4";"2";"4";"3";"1";"1";"4";"4";"2";"2";"4";"2";"4";"4";"1";"4";"1";"4";"1";"3";"4";"4";"2";"4";"3";"4";"1";"2";"4";"1";"1";"3";"1";"2";"1";"4655";"2025";"2271";"3175";NA;"4939";"1517";"8107";"8105";"1664";"3871";"2259";"3141";"3318";"3016";"3778";"4292";"2330";"2157";NA;"2232";"2812";"1617";"2372";"3843";"2053";"5727";"1451";"2626";"1849";"1921";"2707";"6494";"2358";"2469";"1524";"2605";"2172";"3120";"2236";"2458";"2967";"1222";"1676";"2191";"1636";"2810";"3028";NA;NA;"2587";"2375";"2492";"2823";"2383";"2961";"4307";"2818";"3106";"3298";"12";"6";"15";"32";"44";"33";"28";"28";"27";"31";"27";"14";"12"
"225";"803";"74";"3";"2";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";33;"1";"3";"4";"4";"2";"4";"3";"2";"4";"5";"2";"4";"4";"2";"3";"2";"3";"2";"4";"3";"3";"2";"1";"4";"4";"3";"1";"4";"2";"4";"3";"4";"3";"2";"4";"2";"2";"4";"4";"5";"2";"3";"3";"3";"4";"1";"3";"4";"5";"3";"2";"3";"4";"3";"2";"3";"4";"2";"2";"1";"2";"2";"4465";"6958";"4062";"2652";"3737";"6925";"3090";"2834";"3386";"4977";NA;NA;"4997";"5490";"2431";"5561";NA;NA;NA;"3226";"2151";NA;"2801";"2593";NA;"3834";"4560";NA;"3568";"4466";"4948";NA;"4869";"3081";"4176";NA;"4149";"3202";"25520";"3749";"5579";"3254";"2914";NA;"3077";"2736";NA;NA;"3457";"2513";"3398";"2925";"2645";"8181";"38558";"3695";"3442";NA;"4750";"5438";"12";"13";"17";"44";"44";"59";"38";"62";"43";"79";"22";"14";"12"
"226";"804";"75";"2";NA;"1";"2";"1";"1";"2";"1";"1";NA;NA;NA;NA;NA;"1";24;"1";"6";"2";"5";"4";"1";"4";"5";"4";"4";"1";"2";"5";"1";"4";"2";"1";"3";"4";"4";"2";"2";"1";"3";"5";"2";"2";"3";"2";"4";"5";"1";"2";"1";"5";"2";"5";"5";"4";"4";"3";"2";"3";"2";"4";"2";"5";"3";"5";"3";"2";"2";"5";"5";"2";"5";"2";"2";"1";"4";"1";"1";"6291";"2447";"3793";"2806";"3234";"7403";"3443";"3661";"4760";"2721";"3720";"3498";"4538";"4450";"2975";"5352";"4354";"3181";"4951";"3764";"2343";"2184";"3407";"2882";"3823";"3626";"4247";"3679";"3410";"4965";"3833";"2100";"4845";"5023";"2456";"2706";"3417";"2482";"5219";"2771";NA;"1283";"4148";"1042";"2796";"2970";"3355";"4596";"2905";"2040";"4795";"2378";"2392";"4728";"2345";"4203";"3788";"4383";"3015";"4332";"1018";"4";"11";"33";"42";"41";"36";"36";"33";"37";NA;NA;"10"
"227";"805";"75";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";24;"1";"6";"1";"5";"2";"4";"3";"2";"5";"4";"1";"1";"4";"2";"5";"2";"3";"4";"3";"2";"2";"4";"1";"5";"4";"2";"4";"2";"4";"2";"3";"3";"3";"3";"4";"4";"4";"2";"4";"4";"5";"4";"4";"2";"4";"4";"3";"4";"4";"2";"2";"4";"4";"2";"3";"2";"4";"4";"2";"4";"3";"4";"1726";"7417";"2939";"1301";"2013";"2719";"1822";"2425";"2940";"3538";NA;"2414";"2260";"2255";"1586";"2824";"4581";"2356";"2014";"1795";NA;"946";"1589";NA;"3093";"1502";"1937";"1889";"1657";"1569";"2707";"1825";"2123";"1791";"2076";"1658";"1790";"1795";"2008";"1840";"4031";"2250";"1710";"1683";"2142";"1860";"2244";"2284";"3601";"2031";"2984";"2216";"1954";"1963";"2260";"2006";"1482";"1474";"912";"1091";"4";"3";"11";"20";"30";"28";"23";"20";"25";"19";"5";"16";"12"
"228";"806";"75";"1";NA;"1";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";24;"1";"6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3";"3";"10";NA;NA;NA;NA;NA;NA;NA;NA;NA;"3"
"229";"807";"76";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";24;"1";"1";"4";"2";"4";"4";"4";"4";"2";"2";"3";"2";"4";"3";"4";"2";"4";"3";"3";"2";"4";"3";"1";"4";"4";"4";"2";"3";"2";"3";"3";"2";"2";"2";"3";"3";"4";"2";"4";"2";"4";"3";"3";"3";"2";"2";"2";"3";"2";"3";"2";"4";"5";"4";"3";"4";"4";"4";"2";"4";"4";"3";"1626";"852";"579";"441";"366";"362";"615";NA;"881";"839";"1822";"543";"554";"523";"635";"725";"436";"2226";"473";"672";"720";"652";"523";"631";"1248";"774";"436";"356";"798";"1117";"1026";"625";"609";"396";"506";"468";"664";NA;"749";NA;"546";"514";"483";"579";"483";"538";"592";"1624";"732";"1007";"997";"1294";"1054";"518";"458";"362";"619";"702";"394";"536";"3";"2";"8";"6";"10";"9";"10";"8";"8";"8";"4";"10";"12"
